5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,-1,-1,-1,-1,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5284,5285,5284,5285,-1,-1,-1,-1,5284,5285,5284,5285,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197,5196,5197
5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109,5108,5109
